"Name","Dragon.Year","Sex","Time.in.pop","ActiveFungus","ActiveFungus_L","InfectedDensity.Annual","X","Y"
"Juno",2019,"Female",1731.69696969697,0,0,0.00017586216020271,751.393939393939,167.090909090909
"Kaa",2019,"Female",3072.78571428571,1,1,9.85448672534451e-05,713.75,46.9464285714286
"Kalel",2019,"Male",786.35,0,0,6.37303845359507e-05,733.833333333333,129.9
"Kein",2019,"Male",203.536585365854,0,0,7.46002253501698e-05,746.536585365854,123.073170731707
"Kent",2019,"Female",631.1875,0,0,2.13686821557111e-05,765,96
"Kiara",2019,"Female",2434.05660377358,1,1,0.000256116709511188,764.566037735849,165.433962264151
"Kiwi",2019,"Female",1109,0,0,8.7894766417862e-05,742.5,149
"Klarrisa",2019,"Female",518.611111111111,0,0,3.32825717592048e-05,741,90.0555555555556
"Koneng",2019,"Male",35.9090909090909,0,0,9.65839303513592e-05,759.818181818182,122.272727272727
"Kronk",2019,"Male",1066.25,0,0,0.000221910533298212,765.472222222222,137.805555555556
"Krypton",2019,"Male",643.25,0,0,5.38099823533946e-05,752.25,115.571428571429
"Kupa",2019,"Female",26.1333333333333,0,0,0.000111781059601307,732.2,40.1333333333333
"Lagertha",2019,"Female",968.788732394366,0,0,0.000239044945056138,778,140.887323943662
"Laurel",2019,"Female",519.807692307692,0,0,0.000105213150465192,748.942307692308,128.230769230769
"Lee",2019,"Male",885.643835616438,0,0,0.000144221698338115,750.780821917808,137.013698630137
"Lego",2019,"Male",7,0,0,2.23381336256749e-05,761.5,101.5
"Leif",2019,"Female",33.8666666666667,0,0,0.000215672707114393,785.8,146.933333333333
"Lexa",2019,"Female",680.966666666667,0,0,4.64070438498165e-05,742.333333333333,115.633333333333
"Lili",2019,"Female",28.8461538461538,0,0,9.55176846883352e-05,712.461538461538,44.4615384615385
"Lilo",2019,"Female",1025.53333333333,0,0,0.00018439935754758,754.866666666667,147.933333333333
"Little",2019,"Female",1580.15909090909,0,0,2.02148177188962e-05,741.386363636364,9.72727272727273
"Llum",2019,"Female",1589.94666666667,0,0,0.000253913715197455,776.453333333333,141.8
"Logan",2019,"Male",248.36,0,0,0.00020711429400343,759.28,140.96
"Lollipop",2019,"Female",18.6666666666667,0,0,0.000102811538649669,764,182.666666666667
"Loretta",2019,"Female",3056.46666666667,1,1,0.000266571430093303,777.226666666667,142.2
"Lou",2019,"Female",28.9166666666667,0,0,0.000188756191284727,788.333333333333,147.583333333333
"Lucario",2019,"Male",540.53125,0,0,0.000258138287572575,772.28125,164.703125
"Lucifer",2019,"Male",220.888888888889,0,0,0.00011658240570218,755.444444444444,176.666666666667
"Luigi",2019,"Male",2987.05769230769,1,1,4.55252120548416e-05,749.25,82.5576923076923
"Luna",2019,"Female",39.1111111111111,0,0,4.22702633400514e-05,738.888888888889,83.3333333333333
"Lune",2019,"Male",207.571428571429,0,0,1.41282651708998e-05,704.285714285714,3
"Lupus",2019,"Male",251.176470588235,0,0,0.000252771047892836,768.941176470588,149.235294117647
"Lurdes",2019,"Female",859.111111111111,0,0,7.21531133368798e-05,708.222222222222,39.0925925925926
"Lychee",2019,"Male",483,0,0,0.000130238457829287,788,144
"Lynx",2019,"Female",398.5,0,0,9.1275739825151e-05,735,153
"Lyre",2019,"Female",279,0,0,4.08792569932721e-05,731.2,25.8
"Macadamia",2019,"Male",863.45,0,0,0.000185773522013907,755.116666666667,140.7
"Magnolia",2019,"Male",961.77358490566,1,1,8.86171140268562e-05,741.188679245283,50.3962264150943
"Maleficient",2019,"Female",991.703703703704,1,1,0.000273962787409567,777.222222222222,144.037037037037
"Mandarin",2019,"Female",1610.57142857143,0,0,0.000106513352247435,723.714285714286,41.2857142857143
"Mango",2019,"Female",3076.20689655172,0,0,8.20229331227798e-05,711.241379310345,43.2413793103448
"Manny",2019,"Male",2054.28155339806,1,1,0.000207581917693602,783.194174757282,158.883495145631
"Marian",2019,"Female",1642.96825396825,1,1,6.30900229403169e-05,719.507936507937,62.9523809523809
"Marzipan",2019,"Female",2315.75,0,0,3.47200351497402e-05,748.75,93.5
"Matisse",2019,"Female",1422.66666666667,1,1,0.000180085759740556,766.5,133.166666666667
"Medusa",2019,"Female",407.294117647059,0,0,1.06855845885641e-05,732.705882352941,1.41176470588235
"Meeko",2019,"Male",378.090909090909,0,0,7.40585474972712e-05,739.181818181818,161.636363636364
"Mercuria",2019,"Female",31.8333333333333,0,0,8.6269821569751e-05,711.333333333333,42.5
"Mess",2019,"Female",996.495049504951,0,0,0.000104497521927272,734.762376237624,43.2178217821782
"Meteor",2019,"Male",576.946428571429,0,0,0.000239452887075457,765.017857142857,154.678571428571
"Michal",2019,"Female",2479.43023255814,1,1,0.000267466958457533,767.825581395349,164.604651162791
"Mika",2019,"Male",617.5,0,0,6.56883547726922e-05,743.5,35
"Milkyway",2019,"Male",761.586956521739,0,0,7.54057768418422e-05,729.934782608696,34.695652173913
"Milu",2019,"Male",1376.84444444444,0,0,0.000168385740717971,755.8,133.611111111111
"Mimi",2019,"Female",60,0,0,0.000204493656968856,757.375,168.166666666667
"Mina",2019,"Female",688.142857142857,0,0,1.75454232079972e-05,716.857142857143,6.42857142857143
"Minerva",2019,"Female",1048.60714285714,1,1,0.000272593615259357,762.482142857143,149.75
"Minion",2019,"Female",28.625,0,0,4.70366329033496e-05,751.5,84.125
"Minnie",2019,"Female",1585.25,0,0,0.000246020031968899,781.138888888889,155.648148148148
"Mist",2019,"Female",799,0,0,4.33776362309723e-05,719,16.5
"Moana",2019,"Female",907.744680851064,0,0,8.95293119879211e-05,740.042553191489,135.617021276596
"Molly",2019,"Female",3029.69512195122,0,0,0.000204484517119897,761.451219512195,136.621951219512
"Monserrat",2019,"Female",1011.93650793651,0,0,0.000133301350387256,790.126984126984,149.301587301587
"Morgen",2019,"Male",558.727272727273,0,0,6.97480443289724e-05,725.727272727273,58.5454545454545
"Morningstar",2019,"Male",546,0,0,0.000102212144090791,715,48
"Moto",2019,"Male",195.5,0,0,1.60471514484107e-05,739.625,4.875
"Mushu",2019,"Male",522.333333333333,0,0,3.30552487064211e-05,722.833333333333,78
"Mystery",2019,"Female",1403.98113207547,0,0,0.000114278188797336,731.943396226415,43.2452830188679
"Mystic",2019,"Female",0,0,0,3.21533631382046e-06,703,0
"Myth",2019,"Female",307.478260869565,0,0,2.40805199469049e-05,736.304347826087,10.8260869565217
"Nebula",2019,"Female",179.260869565217,0,0,1.41368636742777e-05,704.086956521739,4.08695652173913
"Neiko",2019,"Male",44.7333333333333,0,0,4.21936809919168e-05,753.466666666667,89.3333333333333
"Nessy",2019,"Female",467.308641975309,0,0,9.86194485852136e-05,738.098765432099,43.8148148148148
"Neutron",2019,"Male",46.2424242424242,0,0,0.000103076224465452,736.787878787879,46.8787878787879
"Nieve",2019,"Female",619.774193548387,0,0,8.60543510902656e-05,738.629032258065,38.6451612903226
"Nikki",2019,"Female",217.155555555556,0,0,8.07416690481238e-05,758.755555555556,120.111111111111
"Noisette",2019,"Male",0.5,0,0,8.09594469541699e-05,794,163.5
"Norri",2019,"Female",680.380952380952,0,0,1.45070828512963e-05,720.571428571429,4.80952380952381
"Norris",2019,"Male",29.5555555555556,0,0,7.19535863850938e-05,745.777777777778,50.7777777777778
"Northstar",2019,"Male",36.2727272727273,0,0,2.78914680577741e-05,737.181818181818,11.3636363636364
"Nosey",2019,"Male",107.15,0,0,3.79943254701626e-05,753.75,88.35
"Nosferatu",2019,"Male",555.333333333333,0,0,3.21202854757653e-05,709,10.6666666666667
"Nuage",2019,"Female",462.363636363636,0,0,5.85234913210368e-05,705.954545454545,34.4545454545455
"Nugget",2019,"Female",2076.36585365854,0,0,4.50604235559689e-05,749.207317073171,82.2560975609756
"ObiWan",2019,"Male",1667.08823529412,1,1,2.37799678175039e-05,723.911764705882,105.735294117647
"Ofelia",2019,"Female",0,0,0,5.28775484525152e-05,751,81
"Ooshie",2019,"Female",411.545454545455,0,0,5.29461195693455e-05,741.818181818182,76.1818181818182
"Orelia",2019,"Female",221,0,0,8.48036620493873e-05,719.5,36.5
"Orion",2019,"Male",472.736842105263,0,0,4.23469366212255e-05,729.631578947368,112.210526315789
"Palkana",2019,"Female",1582.2,1,1,0.000213361351087572,757.866666666667,171.333333333333
"Panchito",2019,"Male",832.982142857143,0,0,0.000148557493003712,749.660714285714,160.196428571429
"Pandanus",2019,"Female",977.081081081081,0,0,2.6594516601767e-05,762.310810810811,89.7027027027027
"Papallona",2019,"Female",644,0,0,6.73959532853087e-05,721,63
"Papillon",2019,"Female",523,0,0,6.51077453457741e-05,732.885714285714,28.5714285714286
"Parapluie",2019,"Male",567.2,0,0,9.12997951610333e-05,761.8,120.7
"Pear",2019,"Female",2499.53333333333,0,0,7.73872245728406e-05,760.733333333333,120.966666666667
"Pegasus",2019,"Male",579.375,1,1,0.000132895337558519,771.5,179.5
"Peleona",2019,"Male",970.5,0,0,5.95863107334479e-05,736.5,166
"Penguin",2019,"Female",726.5,0,0,8.50934972223658e-05,750,83.5
"Pepito",2019,"Male",416.333333333333,0,0,9.80355933501883e-05,733,93
"Percy",2019,"Female",664.602739726027,0,0,0.000194808467537915,757.698630136986,170.191780821918
"Pere",2019,"Male",1254.94594594595,1,1,7.87192520261673e-05,743.432432432432,135.013513513514
"Perla",2019,"Female",180.777777777778,0,0,0.000106718291287817,722.222222222222,35.5555555555556
"Pesto",2019,"Male",1009.56756756757,0,0,3.389048658276e-05,732.135135135135,14.3243243243243
"Phosphorus",2019,"Male",147,0,0,8.0969732614039e-05,752.125,135
"Pijamas",2019,"Male",896.964285714286,0,0,0.000251889008980663,756.785714285714,153.321428571429
"Pikachu",2019,"Male",872.833333333333,1,1,0.000210586048290282,764.333333333333,138.8
"Pineapple",2019,"Female",555.725490196078,0,0,0.000198967207746197,754.019607843137,145.21568627451
"Pippa",2019,"Female",2479.33333333333,0,0,0.00020576446511647,769.333333333333,135.5
"Piran",2019,"Female",1651.025,0,0,8.92141678979286e-05,721.525,35.075
"Pistache",2019,"Male",222.686274509804,0,0,0.000232173549887026,763.411764705882,139.901960784314
"Pixie",2019,"Female",3025.23529411765,0,0,0.000322399049260149,764.794117647059,150.735294117647
"Pocket",2019,"Male",697.777777777778,0,0,0.000283736539679248,763.388888888889,164.5
"Polly",2019,"Female",2413.17948717949,0,0,1.59967672934652e-05,723.128205128205,112.794871794872
"Pom",2019,"Male",51.7142857142857,0,0,1.19610019236113e-05,720.571428571429,6.57142857142857
"Posidonia",2019,"Female",1348.13333333333,0,0,0.000168093268990028,759.983333333333,134.333333333333
"Puma",2019,"Female",0,0,0,3.53969272193303e-05,755,93
"Punk",2019,"Female",914.214285714286,0,0,0.000199641964390603,759.642857142857,167.238095238095
"Quad",2019,"Male",3046.05970149254,0,0,0.000302203712644339,771.55223880597,159.149253731343
"Quesadilla",2019,"Female",1350.61538461538,0,0,4.71885463631735e-05,724.846153846154,68.8461538461538
"Quiet",2019,"Female",42.7666666666667,0,0,0.000294631604768031,762.966666666667,151.433333333333
"Raclette",2019,"Female",565.818181818182,0,0,9.94287386775193e-05,717.272727272727,51.5
"Rafiki",2019,"Male",1601.66666666667,1,1,0.000228133660429743,759.942528735632,166.758620689655
"Railey",2019,"Female",4,0,0,3.43858395036447e-05,739.5,23.5
"Rain",2019,"Female",1694.23076923077,0,0,0.000179314685334083,760.705128205128,133.115384615385
"Rainbow",2019,"Female",1848.31707317073,0,0,1.7271912763964e-05,722.09756097561,134.609756097561
"Raksha",2019,"Male",1112.45454545455,0,1,0.000209910719876884,764.840909090909,169.386363636364
"Ralf",2019,"Male",491.333333333333,1,1,0.000208116843407179,758.666666666667,165
"Raven",2019,"Female",1119,0,0,8.53070818259455e-05,762,125
"Reese",2019,"Male",178.774193548387,0,0,1.09421091275407e-05,720.483870967742,108.774193548387
"Reptincel",2019,"Female",43.125,0,0,0.000253545940240248,779.958333333333,157.333333333333
"Rooty",2019,"Male",2462.40506329114,1,1,0.000111312845961334,724.73417721519,42.1392405063291
"Rosabel",2019,"Female",649.264150943396,0,0,0.000213717425354019,760.509433962264,138.811320754717
"Rouge",2019,"Male",366.153846153846,0,0,2.69840835810546e-05,736.461538461538,18.0769230769231
"Salamander",2019,"Female",756,0,0,9.15613320634933e-05,725.666666666667,32
"Salem",2019,"Male",0,0,0,3.52814021270948e-05,745,94
"Salshot",2019,"Female",1621.15,0,0,7.70161344220285e-05,744.1375,52.475
"Sammy",2019,"Male",45.2916666666667,0,0,0.000291187152031499,779.041666666667,153.708333333333
"Sansa",2019,"Female",2456,0,0,2.49431796640303e-05,762.285714285714,95.1269841269841
"Sarabi",2019,"Female",870.421052631579,0,0,3.41448860347529e-05,747.842105263158,93.9473684210526
"Sardine",2019,"Female",885.736111111111,0,0,0.000103739448700365,738.055555555556,47.5416666666667
"Satellite",2019,"Female",701.285714285714,0,0,6.14538167123791e-05,740.657142857143,32.4285714285714
"Saturn",2019,"Female",1777.18965517241,0,0,9.20155612558401e-05,716.879310344828,53.8965517241379
"Scoobydoo",2019,"Male",1029.65625,0,0,7.33218256820113e-05,717.197916666667,57.25
"Scruffy",2019,"Male",2284.94680851064,1,1,0.000160137059604343,787.723404255319,156.053191489362
"Seal",2019,"Female",701.685714285714,0,0,0.00019883598902179,755.342857142857,166.742857142857
"Selena",2019,"Female",488.724137931034,0,0,1.5930343897959e-05,704.034482758621,9.13793103448276
"Seti",2019,"Male",231,0,0,2.2936278955994e-05,725.04347826087,108.826086956522
"Shatrak",2019,"Male",152,0,0,0.000126926764012089,742,167
"Shawn",2019,"Male",595,0,0,0.000100870384727296,713,42
"Shelton",2019,"Male",397,0,0,6.52330755909234e-05,760,116.333333333333
"Shirley",2019,"Female",1689.78571428571,0,0,2.8952486934444e-05,734.857142857143,12.5714285714286
"Smaug",2019,"Male",1705.11111111111,0,0,2.89125621353224e-05,724.777777777778,130.333333333333
"Sneezy",2019,"Male",843.375,0,0,0.000200489164844481,752.402777777778,161.277777777778
"Snickers",2019,"Male",0,0,0,1.31006850751899e-05,718,91
"Snoopy",2019,"Male",673,0,0,0.000124353747623711,753,176
"Snow",2019,"Male",497.909090909091,1,1,0.000216339776254897,773.636363636364,139.363636363636
"Soleil",2019,"Female",36.8095238095238,0,0,1.96985784857064e-05,765.333333333333,95
"Solstice",2019,"Female",540.542857142857,0,0,1.31619183516674e-05,718.042857142857,105.414285714286
"Spectro",2019,"Male",41.7777777777778,0,0,2.86282857575904e-05,707,9.44444444444444
"Spock",2019,"Male",439.428571428571,0,0,0.000109452103653572,748,129.285714285714
"Spy",2019,"Male",1148.73333333333,1,1,8.21141118884915e-05,710.066666666667,42.3333333333333
"Spyro",2019,"Female",394.277777777778,0,0,0.000113757689540782,745.888888888889,129.666666666667
"Squirtle",2019,"Male",958.977272727273,0,0,0.000127046730987003,744.568181818182,146.613636363636
"Stacey",2019,"Female",228.720930232558,0,0,4.62140796401101e-05,752.720930232558,85.8139534883721
"Star",2019,"Female",444.736842105263,0,0,5.74891719510643e-05,741.947368421053,31.5263157894737
"Starlight",2019,"Male",631.517857142857,1,1,0.000137560406569218,749.910714285714,171.392857142857
"Stitch",2019,"Female",688.125,0,0,9.4516291037896e-05,712.40625,43.78125
"Strawberry",2019,"Female",1367.33333333333,0,0,9.53076805717337e-05,715.352941176471,50.8823529411765
"Subway",2019,"Male",2,0,0,5.9713031279877e-05,749.666666666667,117.333333333333
"Sunbird",2019,"Female",2028.19298245614,0,0,0.000174507810518155,748.80701754386,154.701754385965
"Sunflower",2019,"Female",697.190476190476,0,0,0.000194761215587789,752.571428571429,160.666666666667
"Supergirl",2019,"Female",522.246153846154,1,1,0.00026367445019643,766.015384615385,152.784615384615
"Sushi",2019,"Male",1370.09803921569,1,1,6.4751142893414e-05,758.392156862745,117.019607843137
"Sweet",2019,"Male",43.0588235294118,0,0,6.45290148867891e-05,742.352941176471,33.1176470588235
"Sylvester",2019,"Male",995.780487804878,0,0,6.37416290255777e-05,716.756097560976,31.9268292682927
"Tear",2019,"Female",874.705882352941,0,0,0.000131073478622594,790.058823529412,160.529411764706
"Teatree",2019,"Male",932.492063492063,0,0,0.000242154697839458,771.714285714286,162.111111111111
"Thing",2019,"Female",826.422018348624,0,0,4.34183309852506e-05,752.54128440367,85.0366972477064
"Thor",2019,"Male",408.25,0,0,0.000108687787441986,753.75,126.5
"Thorette",2019,"Female",161.619047619048,0,0,0.00010046291987536,738.634920634921,48.3650793650794
"Tiger",2019,"Male",848,0,0,0.000164261220641227,752.122448979592,137.877551020408
"Tizem",2019,"Male",35.92,0,0,7.19099905325982e-05,744.76,53.56
"Toddy",2019,"Male",403,0,0,0.000106933081273729,728,43.3333333333333
"Tonina",2019,"Female",1249.83333333333,0,0,7.63844537663473e-05,716.166666666667,56.6666666666667
"Toothless",2019,"Male",569.65625,1,1,0.00017662766900323,759.40625,154.125
"Trefle",2019,"Female",280.666666666667,0,0,9.55944744068637e-05,727.5,34.8333333333333
"Troll",2019,"Male",894.975609756098,1,1,0.000157953049079221,743.878048780488,157.634146341463
"Tulip",2019,"Female",2494.54054054054,0,0,5.83106757565565e-05,720.256756756757,64.527027027027
"Twinkle",2019,"Female",516.75,0,0,2.45414097343546e-05,752.375,27.5
"Twistie",2019,"Female",562.340909090909,0,0,6.69940854329634e-05,741.340909090909,127.090909090909
"Tyler",2019,"Male",1736.57446808511,1,1,9.55699249598578e-05,737.702127659574,43.2340425531915
"Uhura",2019,"Female",544.541176470588,0,0,3.90822718351522e-05,754.682352941176,87.2705882352941
"Umbrella",2019,"Male",818.782608695652,0,0,4.26740151733466e-05,747.95652173913,104.95652173913
"Universe",2019,"Female",873.454545454545,0,0,4.24725751343497e-05,738.054545454545,23.5090909090909
"Valik",2019,"Male",373,0,0,2.00839203127445e-05,703,7.5
"Vince",2019,"Male",153.423076923077,0,0,0.0001212934165352,742.557692307692,152.134615384615
"Vision",2019,"Male",233.88,0,0,7.8042051334112e-05,743.2,134.48
"Volt",2019,"Male",549.157894736842,0,0,0.000189283781479412,786.526315789474,148.052631578947
"Waller",2019,"Male",26.5,0,0,3.15063792635506e-05,760.833333333333,86
"Walnut",2019,"Male",860.760869565217,0,0,0.000178214859048702,751.369565217391,150.239130434783
"Waterbear",2019,"Female",600.339285714286,0,0,0.000106664517788152,731.803571428571,41.7321428571429
"Wednesday",2019,"Female",665.296296296296,0,0,4.90120483453338e-05,704.888888888889,31.8518518518519
"Wendy",2019,"Female",949.156626506024,0,0,2.56643837851076e-05,761.927710843373,94.6144578313253
"Wesen",2019,"Female",532.666666666667,0,0,7.8952314917102e-05,744.433333333333,122.266666666667
"Wings",2019,"Female",190.5,0,0,1.25699281231012e-05,703.166666666667,1.83333333333333
"Woombat",2019,"Female",1607.46835443038,0,0,0.000280104108354328,758.79746835443,153.316455696203
"Worm",2019,"Female",28.8,0,0,3.0535545276246e-05,754.333333333333,97.8666666666667
"Wrinkles",2019,"Male",20.2857142857143,0,0,5.75449059058542e-05,720,56.8571428571429
"Wynn",2019,"Female",17.5833333333333,0,0,3.18456473355392e-05,759,93.1666666666667
"Yamaha",2019,"Male",23.1764705882353,0,0,5.74311475722642e-05,755.352941176471,108.588235294118
"Yanny",2019,"Female",608.75,0,0,0.000137116854584692,750.558823529412,134.808823529412
"Yoshi",2019,"Male",543.04,0,0,0.000156454615869726,752.08,168.16
"Zachary",2019,"Male",553.222222222222,0,0,0.000172607073223878,780.796296296296,168.351851851852
"Zedd",2019,"Female",199.6875,0,0,4.71297251234943e-05,747.3125,80.8541666666667
"Zod",2019,"Male",56.3478260869565,0,0,2.54226313413671e-05,728.826086956522,111.913043478261
"Zoom",2019,"Male",674.285714285714,0,0,0.000122111068473487,747.285714285714,133.714285714286
"Zulu",2019,"Female",75.1818181818182,0,0,2.78090304252747e-05,727.818181818182,80.3636363636364
"Abbaye",2020,"Male",0,0,0,1.6966207213139e-05,721,10
"Abu",2020,"Female",150.125,0,0,8.83536717158145e-05,721.125,34.875
"Abu",2020,"Female",375,1,1,5.72191330776202e-05,718.714285714286,35.5714285714286
"Abuela",2020,"Female",1841.38461538462,0,0,0.000270383607278946,764.807692307692,141.576923076923
"Abuela",2020,"Female",2064.66666666667,1,1,0.00029990232774601,766.571428571429,139.190476190476
"Agnes",2020,"Female",2062.71428571429,0,0,0.000224225322139477,764.714285714286,142.285714285714
"Agnes",2020,"Female",2160,1,1,0.000288059055153519,766,139
"Albus",2020,"Male",1217.23076923077,0,0,0.0002548743674907,759.538461538462,157.923076923077
"Alexis",2020,"Female",2051.05128205128,0,1,0.000108994448751869,749.589743589744,128.435897435897
"Aliona",2020,"Female",1918.125,0,0,2.58518741888343e-05,743,12.25
"Aliona",2020,"Female",2198.0625,1,1,4.23920831165034e-05,739.125,9.1875
"Alisha",2020,"Female",537.870967741935,0,0,3.46204219500768e-05,714.451612903226,67
"Aloha",2020,"Female",965.666666666667,0,0,4.26653433409742e-05,726,19.6666666666667
"Aloka",2020,"Male",0,0,0,0.000195553957913672,754,173
"Alvy",2020,"Male",939.791666666667,0,0,0.000154879811122636,785.958333333333,160.333333333333
"Anakin",2020,"Male",865.515151515152,0,0,0.000256505677573957,772.666666666667,163.454545454545
"Aragon",2020,"Male",25.7,0,0,9.61286753114904e-05,760.8,92.5
"Ariel",2020,"Female",910.56,0,0,4.65911059491298e-05,725.08,128.42
"Armadillo",2020,"Female",753.25,0,0,5.90981480118151e-05,740.25,31.25
"Arrow",2020,"Male",969.027027027027,0,0,0.000225783035268858,769.405405405405,150.648648648649
"Arty",2020,"Male",0,0,0,1.1000692177547e-05,724,0
"Asiago",2020,"Male",2.5,0,0,5.02855913755825e-05,733.5,25.5
"Asteroid",2020,"Male",320.75,0,0,3.17837872661346e-05,748.083333333333,104
"Austin",2020,"Male",0,0,0,8.88003210787445e-05,761,83
"Azure",2020,"Female",744.884615384615,0,0,0.000116847767841986,723.423076923077,41.7307692307692
"Azure",2020,"Female",996,1,1,6.82268352400882e-05,720.5,38.0833333333333
"Babar",2020,"Male",21,0,0,0.000107088877355604,756,181.5
"Babybel",2020,"Female",20,0,0,3.49928250133492e-05,733,87
"BadDog",2020,"Male",930.603773584906,0,0.584905660377358,0.000271851759351937,767.264150943396,161.339622641509
"Barbara",2020,"Male",0,0,0,0.000130367459634596,752,177
"Barret",2020,"Male",1181.92156862745,0,0,6.02324291456833e-05,744.843137254902,52.7058823529412
"Basil",2020,"Female",1234.04166666667,0,0,7.32468576461757e-05,762.875,90.0833333333333
"Batholomew",2020,"Male",1000.5,1,1,2.82737552452233e-05,743.5,13
"Batsy",2020,"Male",351,0,0,3.8400707142868e-05,751,189
"Batsy",2020,"Male",608.227272727273,1,1,0.000159930202985446,760.954545454545,125.818181818182
"Beaufort",2020,"Male",0,1,1,0.00010488288070084,747,175
"Bec",2020,"Female",2712.5,0,0,5.02055813200223e-05,719.6,74.7
"Beetroot",2020,"Female",1272.45238095238,0,0,0.000108552912303945,725.095238095238,42.2380952380952
"Bev",2020,"Female",1984.16666666667,0,0,4.99975801782029e-05,742.944444444444,78
"Bev",2020,"Female",2198.42857142857,1,1,2.79129331272041e-05,728.714285714286,87
"Bibi",2020,"Female",480.142857142857,0,0,0.00023532852792143,772.742857142857,164.542857142857
"Birdman",2020,"Male",706.818181818182,0,0,8.35165781543788e-05,764,113.272727272727
"Blackfrog",2020,"Male",0,0,0,6.25557099536208e-05,774,183
"Bojack",2020,"Male",7,0,0,5.41328438442005e-05,730.5,148
"Boursin",2020,"Female",5.25,0,0,3.92614540111178e-05,727,63.625
"Boursin",2020,"Female",62.8,1,1,3.7767193682286e-05,721.4,63.2666666666667
"Bruixa",2020,"Female",1241.0350877193,0,0,7.34885428914012e-05,747.333333333333,80.2456140350877
"Bulma",2020,"Female",1438.51351351351,0,0,0.000213750321935128,783.783783783784,153.810810810811
"Buttery",2020,"Female",211.896551724138,0,0,0.000201585017443603,759.448275862069,143.551724137931
"Buttery",2020,"Female",414.666666666667,1,1,0.000246736530474271,762.733333333333,136.466666666667
"Buttons",2020,"Female",969.897435897436,0,0,0.000241005179509633,757,143.102564102564
"Cactus",2020,"Male",1301.67441860465,0,0,8.03806858809885e-05,763.209302325581,91.953488372093
"Cake",2020,"Female",1390.5,0,0,5.52185058883356e-05,735.5,55.5
"Callie",2020,"Female",1016.94736842105,0,0,0.000284225157057055,763.526315789474,141.385964912281
"Cantal",2020,"Male",0,0,0,3.557241206833e-05,744,18
"Caribou",2020,"Male",33.3333333333333,0,0,0.000119784972799772,787.666666666667,162.666666666667
"Chaak",2020,"Male",325.761904761905,0,0,1.43215798188325e-05,718.285714285714,133.047619047619
"Chameleon",2020,"Male",863.783783783784,0,0,6.85976906998443e-05,737.243243243243,145.702702702703
"Chamy",2020,"Male",30.5,0,0,5.05369378521391e-05,722.409090909091,140.681818181818
"Chanel",2020,"Female",0,0,0,0.000379064341073666,766,147
"Cheddar",2020,"Male",60.0666666666667,0,0,0.000158669412449018,748.666666666667,135.666666666667
"Cheerios",2020,"Male",46.1666666666667,0,0,4.48043160648914e-05,735.25,79.6666666666667
"Cheesecake",2020,"Female",835.333333333333,0,0,8.5770712916946e-05,760.444444444444,120.333333333333
"Chenille",2020,"Male",1008.34782608696,0,0,5.28139812299727e-05,743.478260869565,85.0869565217391
"Chevre",2020,"Female",0,0,0,8.64159870828334e-06,716,5
"Chewy",2020,"Female",261,0,0,4.38044651349066e-05,736.636363636364,16.0909090909091
"Cheyenne",2020,"Female",917.056603773585,0,0,0.000176244247934475,754.056603773585,140.207547169811
"Chihiro",2020,"Female",1360.90740740741,0,0,0.000190665054557576,782.944444444444,161.12962962963
"Chocolate",2020,"Male",1243.53846153846,0,0,3.41643831578439e-05,730.884615384615,80.9615384615385
"Chocolate",2020,"Male",1471.09090909091,1,1,5.46833314700963e-05,739.909090909091,76.7272727272727
"Chocolatine",2020,"Male",434.037037037037,0,0,3.49411300287729e-05,712.185185185185,58.8148148148148
"Choupi",2020,"Male",136,0,0,9.12662232138019e-05,732.714285714286,34.3809523809524
"Christmas",2020,"Female",545.545454545455,0,0,5.97274815759712e-05,753.333333333333,99.4848484848485
"Claudius",2020,"Male",929.2,1,1,7.25654451642154e-05,765.8,101.2
"Coati",2020,"Male",197.842105263158,0,0.789473684210526,0.000283802342977894,762.368421052632,145.894736842105
"Cocoon",2020,"Female",150.833333333333,0,0,9.1425058070557e-05,792.166666666667,163.833333333333
"CocoPops",2020,"Male",61.1818181818182,0,0,0.000236119019338114,756.772727272727,164.727272727273
"Constellation",2020,"Female",767.166666666667,0,0,0.000103474128803794,736.666666666667,43.3333333333333
"Copepod",2020,"Female",1235.45098039216,0,0,1.38239831270976e-05,720.411764705882,106.980392156863
"Coralie",2020,"Female",1289.72,1,1,0.000253962947974087,769.28,169.48
"Cornflake",2020,"Female",912.478260869565,0,0,0.000276653273583924,777.478260869565,143.565217391304
"Cosmic",2020,"Female",409.6,0,0,7.9424822047784e-05,754,118.2
"Cotton",2020,"Male",881.631578947368,0,0.657894736842105,6.76918038300781e-05,754.368421052632,104.447368421053
"Cozmo",2020,"Male",1231.31428571429,1,1,0.000201711848610082,784.657142857143,150.257142857143
"Crab",2020,"Female",832.7,0,0,1.90064586032802e-05,705.3,11.3
"Craggy",2020,"Female",1174.5641025641,0,0,8.14199792437573e-05,723.051282051282,36.3076923076923
"Crampton",2020,"Male",0,0,0,5.96623836454775e-05,722,134
"Crampton",2020,"Male",44.25,1,1,6.90534179569984e-05,724.416666666667,134
"Crayola",2020,"Female",2753.34482758621,0,0,3.68924139407049e-05,715.137931034483,64.6551724137931
"Crickey",2020,"Male",0,0,0,1.6966207213139e-05,721,10
"Crochet",2020,"Female",540.333333333333,0,0,0.000129660250407274,789.818181818182,156.151515151515
